quad,year,trackID,age,allEdge,area,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,Treatment,Period,species,Treatment2,Treatment3,pid
Q1,1932,1,NA,0,47.1678013349253,0,0,0,0.02531362488560839,5.141945818183518,0.049530000000000005,Control,Historical,ARTR,Control,Control,Q1_1
Q1,1932,2,NA,0,130.375972659586,1.676880856393836e-16,0,0,6.946352213572478e-4,2.172421058193063,3e-5,Control,Historical,ARTR,Control,Control,Q1_2
Q1,1932,3,NA,0,156.213677937832,0,0,0,0.0015364675730336229,0.2821321620025539,0.051460000000000006,Control,Historical,ARTR,Control,Control,Q1_3
Q1,1932,4,NA,0,136.409536030002,1.3949374988442281e-14,0,0.1909158984317425,0.06070792839708381,0.9622417580150073,1.4000000000000001e-4,Control,Historical,ARTR,Control,Control,Q1_4
Q1,1932,5,NA,0,81.559416319239,9.299583325628189e-16,0,0.25752411026800354,5.99446989349464e-5,2.8193176009244745,0.0067399999999999995,Control,Historical,ARTR,Control,Control,Q1_5
Q1,1933,1,2,0,61.6844825246586,0.14015835693989542,0,0,0.021105508976425158,1.8165940934940144,3e-5,Control,Historical,ARTR,Control,Control,Q1_1
Q1,1933,2,2,0,242.757824969912,0.07338017025134634,0,0.038554514204527164,2.6593007729112505e-4,2.0796203739849055,3e-5,Control,Historical,ARTR,Control,Control,Q1_2
Q1,1933,4,2,0,168.516115082603,8.412825991399584e-17,0.27019524234479586,0.017413948688427168,0.2748015120740702,4.7868968758146595,0.00482,Control,Historical,ARTR,Control,Control,Q1_4
Q1,1933,5,2,0,97.6785497910333,0.028310927368453278,0,0,7.312169267160797e-4,0.37618899055169663,0.05371000000000001,Control,Historical,ARTR,Control,Control,Q1_5
Q1,1933,6,1,0,134.922737423481,0.1033137576311024,0,0,0.01367046164786509,11.16381886740781,0.0015400000000000001,Control,Historical,ARTR,Control,Control,Q1_6
Q1,1933,7,1,0,21.3694819407106,0.5594171444866988,0,0.05241038911777599,5.7185671481515284e-5,0.16977067800663412,2.5e-4,Control,Historical,ARTR,Control,Control,Q1_7
Q1,1934,1,3,0,31.3722549061204,0.0011056732055536257,0.0031075,0,0.025758391254649654,0.368231787917472,0.04956000000000001,Control,Historical,ARTR,Control,Control,Q1_1
Q1,1934,2,3,0,156.249754623917,0.02835886173027724,0,0.015457721040500548,0.004302483674304343,1.1095675181256452,3e-5,Control,Historical,ARTR,Control,Control,Q1_2
Q1,1934,4,3,0,96.1673829169626,0,0.03938152107268368,0.005477878965676698,0.05249080285824703,5.413455702682815,0.016759999999999997,Control,Historical,ARTR,Control,Control,Q1_4
Q1,1934,5,3,0,35.6315835765554,1.627427081984933e-15,0,3.4408314147027925e-4,0.002154599513488432,0.061869807369011216,0.425,Control,Historical,ARTR,Control,Control,Q1_5
Q1,1934,6,2,0,39.9575854478534,0.2733064295077782,1.262112411478588e-5,0,0.002917183376576218,0.5971612949161389,0.00143,Control,Historical,ARTR,Control,Control,Q1_6
Q1,1934,7,2,0,53.4940371591661,0,0,0,0.02469096420172972,0.17295780937691665,0.05625,Control,Historical,ARTR,Control,Control,Q1_7
Q1,1934,9,1,0,55.464623148229,0.11628472024547144,0,0.01712760303859693,1.5667193584672064e-4,0.1500968462922904,0.0153,Control,Historical,ARTR,Control,Control,Q1_9
Q1,1935,1,4,0,53.9055884999912,5.1733398706600634e-5,0.0108675,0,0.14206117213169075,1.2055956042384848,0.06822,Control,Historical,ARTR,Control,Control,Q1_1
Q1,1935,11,1,0,10.9946956446939,0.42511746999101124,0.04624016556435862,0.001555,4.261690308573138,16.84613237817483,0.01533,Control,Historical,ARTR,Control,Control,Q1_11
Q1,1935,12,1,0,0.25,7.430532272243934,2.2354037904040802e-6,0,0.014745573893271203,0.058983312325781766,0.0034400000000000003,Control,Historical,ARTR,Control,Control,Q1_12
Q1,1935,14,1,0,0.25,0.013038561667200797,7.414151152149121e-6,0.02452826355464953,0.020118555952794877,0.627101410133797,5.499999999999999e-4,Control,Historical,ARTR,Control,Control,Q1_14
Q1,1935,15,1,0,0.25,0.031355421485949254,0.01679727950318898,0.0014640278763364697,0.0075252666899016584,19.68969668851377,0.0202,Control,Historical,ARTR,Control,Control,Q1_15
Q1,1935,16,1,0,0.25,0,0,0.03166066741091535,0.4635210594875577,0.08807486023416808,0,Control,Historical,ARTR,Control,Control,Q1_16
Q1,1935,2,4,0,390.048255032977,0.08865540302159622,0,0.026007839890697316,0.007966848141786597,1.9305155930922502,3e-5,Control,Historical,ARTR,Control,Control,Q1_2
Q1,1935,4,4,0,198.953203541936,0.08463007572754844,0.03302621467935742,0.016482669677394826,0.1970013311450761,1.3856935132228527,0.0019500000000000001,Control,Historical,ARTR,Control,Control,Q1_4
Q1,1935,5,4,0,129.142220992812,0,0,6.197060829000288e-4,0.0014239462197752821,0.21191279105124827,0.58163,Control,Historical,ARTR,Control,Control,Q1_5
Q1,1935,6,3,0,79.8875597142008,0.5331336411588234,6.72389040216857e-5,0.01888402369529409,0.012599482405288139,1.6432201668256008,0.00143,Control,Historical,ARTR,Control,Control,Q1_6
Q1,1935,7,3,0,145.357750455538,0.030325734912213364,0,0,0.006790170364567954,0.41895025469975417,1.04862,Control,Historical,ARTR,Control,Control,Q1_7
Q1,1935,9,2,0,109.402256367648,0.2194230606032067,0,0.631550479844581,1.2345303905892486e-4,0.15460098057073943,0.0049,Control,Historical,ARTR,Control,Control,Q1_9
Q1,1936,1,5,0,32.7496825403378,9.369622435631433e-4,0.08238266986532994,0,0.12835341233096562,2.0906051065258873,0.0153,Control,Historical,ARTR,Control,Control,Q1_1
Q1,1936,2,5,0,243.004436494703,0.01419306867229108,0.18285403063774988,0.01868712014895554,0.018939079667737328,0.6296819292638975,1.0200900000000002,Control,Historical,ARTR,Control,Control,Q1_2
Q1,1936,4,5,0,183.281989511074,0.06512621766596559,0.13653234035810294,0.010459995383978436,0.1350906698317715,3.8222662513245536,0.017249999999999998,Control,Historical,ARTR,Control,Control,Q1_4
Q1,1936,5,5,0,140.348930849261,0,3.25e-5,0.04245343406927932,0.2700148789766381,0.029593346600156615,1.1704400000000001,Control,Historical,ARTR,Control,Control,Q1_5
Q1,1936,6,4,0,87.0788080196329,0.15714904220669182,0,0.00973000732331234,0.018056260404749877,0.040266236424046656,1.4000000000000001e-4,Control,Historical,ARTR,Control,Control,Q1_6
Q1,1936,7,4,0,86.6712114028576,0.008734070495363988,0.00402111601537031,0,0.3858783933799929,0.38289187202978275,0.13777999999999999,Control,Historical,ARTR,Control,Control,Q1_7
Q1,1936,9,3,0,23.3131877181449,0.17418138205652522,3.25e-5,0.5633293581440816,0.001024389400685221,0.14395522233504535,0.38254,Control,Historical,ARTR,Control,Control,Q1_9
Q1,1937,1,6,0,39.8014413571481,0.19058874733451078,0.06849584282961939,2.75e-5,0.11035381718549334,2.6204513432638183,0.02012,Control,Historical,ARTR,Control,Control,Q1_1
Q1,1937,2,6,0,481.335962666574,0.018538055793182618,0.08681353125061951,2.75e-5,0.006949254483321314,1.0782837629923012,0,Control,Historical,ARTR,Control,Control,Q1_2
Q1,1937,4,6,0,194.712049496221,0,0.08804576653974502,0.006361628194566817,0.15153932988678503,5.479078289013371,0.0017900000000000001,Control,Historical,ARTR,Control,Control,Q1_4
Q1,1937,5,6,0,149.203963038174,2.523847797419875e-16,0,0.013289993532769516,6.41428459900482e-4,0.31587242067722654,0.054430000000000006,Control,Historical,ARTR,Control,Control,Q1_5
Q1,1937,6,5,0,188.866999077569,0.2361396116213179,0,0.002841545293330829,0.004839811713258543,3.8574362897927132,0.0015400000000000001,Control,Historical,ARTR,Control,Control,Q1_6
Q1,1937,7,5,0,172.028314861972,0.08838984161859481,0.1550304732865714,0,0.237097661512346,0.043527884433973096,0.2079,Control,Historical,ARTR,Control,Control,Q1_7
Q1,1937,9,4,0,23.9158262390419,1.0029225946730291,0,0.14475644516145303,1.3481534801237005e-4,0.10621688760299022,0.00143,Control,Historical,ARTR,Control,Control,Q1_9
Q1,1938,1,7,0,49.5807676194991,0.14898879278679308,0.00787043934911399,0,0.06456424079836359,0.5977938965060975,0.00234,Control,Historical,ARTR,Control,Control,Q1_1
Q1,1938,2,7,0,640.376373609946,0.020603899425278044,2.8547942792338142e-5,0.03131265970394411,0.0043598634845132605,0.6787547896920493,0,Control,Historical,ARTR,Control,Control,Q1_2
Q1,1938,4,7,0,351.745450443192,0.08687061776189407,0.055978065921532365,0.014381403040937017,0.11158211934137571,29.563050884647232,0.02161,Control,Historical,ARTR,Control,Control,Q1_4
Q1,1938,5,7,0,222.764441701843,1.0061285138363015e-15,0,0.011164205679349755,0.00104899193753221,0.16316840451024528,0.032769999999999994,Control,Historical,ARTR,Control,Control,Q1_5
Q1,1938,6,6,0,189.228045080337,0.26818996473816226,0,0.0022257721154389535,0.00996791151287838,2.4229421559857722,0.0015400000000000001,Control,Historical,ARTR,Control,Control,Q1_6
Q1,1938,7,6,0,224.775238475515,0.23393117746133718,2.910114844442201e-4,0,0.007591304331879751,0.6015981428068318,0.01714,Control,Historical,ARTR,Control,Control,Q1_7
Q1,1939,1,8,0,56.0206151810605,0.15364450580055766,0,0,0.06540999033672108,0.08375148382171783,5.499999999999999e-4,Control,Historical,ARTR,Control,Control,Q1_1
Q1,1939,2,8,0,667.665805547822,0.0029530279955746574,0,0.04999632589868919,0.0010968215331349622,1.271362909496985,0,Control,Historical,ARTR,Control,Control,Q1_2
Q1,1939,4,8,0,231.653764855092,1.4253487279347606e-15,0.1853430035483348,0.015854252469072162,0.24698379383384808,28.4111720590639,0.0054199999999999995,Control,Historical,ARTR,Control,Control,Q1_4
Q1,1939,5,8,0,228.999625341685,0,0.0778875,0.0030917012563094026,0.001068752307656295,0.03655952107699224,0.36755999999999994,Control,Historical,ARTR,Control,Control,Q1_5
Q1,1939,6,7,0,68.8002246004099,0.1318447389774234,0,2.2582187859706982e-4,0.0013178938755814729,0.06092920243891878,0.27188,Control,Historical,ARTR,Control,Control,Q1_6
Q1,1939,7,7,0,230.107835658903,0.3437292023345661,0.008149467719742419,0,0.005044017895339066,0.9810877398797876,0.014890000000000002,Control,Historical,ARTR,Control,Control,Q1_7
Q1,1940,1,9,0,98.08605016093,0,0.0736032779363397,0,0.09834016746773663,0.020040041057314398,1.4000000000000001e-4,Control,Historical,ARTR,Control,Control,Q1_1
Q1,1940,2,9,0,823.28928162382,0,0,0.012026436201258052,0.0080328813347185,2.8175216733810866,0,Control,Historical,ARTR,Control,Control,Q1_2
Q1,1940,4,9,0,318.619080782405,1.1738165994756852e-15,0.08451643558622582,0.014026072343942417,0.2688719476260672,19.16618508479616,0.15628,Control,Historical,ARTR,Control,Control,Q1_4
Q1,1940,5,9,0,189.718964839888,0,0.0033390682410570287,0.007563526766451325,4.7052373401712603e-4,13.952989764320565,0.016270000000000003,Control,Historical,ARTR,Control,Control,Q1_5
Q1,1940,6,8,0,0.910141770852899,1.9449367244577016,0,0.622883960275516,0.08530136848923053,7.796326732020913,0.13594,Control,Historical,ARTR,Control,Control,Q1_6
Q1,1940,7,8,0,212.923518478198,0.4755833917503731,0.017859252002317447,0,0.11058125736713677,0.5239416502047751,0.02061,Control,Historical,ARTR,Control,Control,Q1_7
Q1,1941,1,10,0,88.3022661662285,0,0.024996675271631973,8.309724836585453e-5,0.14478292629300343,5.529568068442561e-4,3e-5,Control,Historical,ARTR,Control,Control,Q1_1
Q1,1941,2,10,0,941.393945715782,0,0.4622401561441718,0.01477841828597366,0.004850571069599931,0.8503812854909052,3e-5,Control,Historical,ARTR,Control,Control,Q1_2
Q1,1941,4,10,0,405.084906419389,0,0.04406831265208444,0.21690420219662174,0.3356091930501391,0.13519234004896963,6.6e-4,Control,Historical,ARTR,Control,Control,Q1_4
Q1,1941,5,10,0,174.541828994321,0,0,0.058675439092107096,7.293476926545902e-4,3.831043930947171,0.009859999999999999,Control,Historical,ARTR,Control,Control,Q1_5
Q1,1941,7,9,0,186.842810494419,0.6718936121084708,0.1692773017936697,0.003825,0.06759144230424603,0.8249616014133584,0.06863,Control,Historical,ARTR,Control,Control,Q1_7
Q1,1942,1,11,0,90.2309117333096,0,0.09104843090161191,0,0.2943431370576236,0.00913085487268812,1.4000000000000001e-4,Control,Historical,ARTR,Control,Control,Q1_1
Q1,1942,17,1,0,0.25,46.0341039261273,3.654241524264956e-5,0.09649502504784292,0.004085020449992134,1.707797659753868,1.4000000000000001e-4,Control,Historical,ARTR,Control,Control,Q1_17
Q1,1942,18,1,0,0.25,53.609469456817,3.25e-5,0.1584370903249667,0.002684497703082964,0.5092520146458784,1.5379900000000002,Control,Historical,ARTR,Control,Control,Q1_18
Q1,1942,19,1,0,0.25,63.30560507771096,0.010268156193272914,0.12915356299450725,0.05967171425942347,0.10730945303188354,0.5348999999999999,Control,Historical,ARTR,Control,Control,Q1_19
Q1,1942,2,11,0,953.796548104081,0,0.11114707016384885,0.013650044003038797,0.014730776849719273,0.5105357040691404,0.3991,Control,Historical,ARTR,Control,Control,Q1_2
Q1,1942,4,11,0,354.13813394643,6.707523425575344e-16,1.845924147821106,0.1451916546475694,0.016056277238211007,0.05447625556029184,0.046810000000000004,Control,Historical,ARTR,Control,Control,Q1_4
Q1,1942,5,11,0,92.0248207207646,0,0,0.1409831827714611,3.398383691428234e-4,0.0029473747070265953,0.0015700000000000002,Control,Historical,ARTR,Control,Control,Q1_5
Q1,1942,7,10,0,90.1627819288976,0.8624576919860494,0.0725272481551675,5.5e-5,0.0011424812935053252,0.7814143811374916,0.06871,Control,Historical,ARTR,Control,Control,Q1_7
Q1,1945,1,14,0,234.960092437368,0.00898024532302843,0.18432285959065448,0,0.12400726262565477,0.058063641792336515,0.0169,Control,Historical,ARTR,Control,Control,Q1_1
Q1,1945,2,14,0,1029.96339671364,0,0.19158309905641333,0.05616842585179284,0.00216668048540121,0.11030982170127297,0.0306,Control,Historical,ARTR,Control,Control,Q1_2
Q1,1945,21,1,0,0.25,2.3857441718722745,5.324157949910428e-5,1.3563786623636622e-4,1.5000000000000002e-5,0.523164276906468,0,Control,Historical,ARTR,Control,Control,Q1_21
Q1,1945,23,1,0,0.25,0.5364255349693124,2.260623813168915,0.12723164637848317,0.18512715102386346,0.2905888228150634,0.39444999999999997,Control,Historical,ARTR,Control,Control,Q1_23
Q1,1945,4,14,0,324.617104628152,0.10314786903286002,1.5294996050688603,0.0024881396848464984,0.0055110291919278605,0.07642706484619297,8.5e-4,Control,Historical,ARTR,Control,Control,Q1_4
Q1,1945,5,14,0,179.437932178497,2.5153212845907537e-16,0,0.005105685539399072,0.002387944201345889,0.232616609248208,0.00501,Control,Historical,ARTR,Control,Control,Q1_5
Q1,1945,7,13,0,207.726007591907,0.7807882207902405,0.13567752727262347,0.012345788651694802,0.005299607177621669,0.49765456548398884,4.4e-4,Control,Historical,ARTR,Control,Control,Q1_7
Q1,1946,1,15,0,97.9425528583798,0.1138622249041077,0.909574050766387,0,0.20210924514858175,0.008994725818748227,6.6e-4,Control,Historical,ARTR,Control,Control,Q1_1
Q1,1946,2,15,0,704.821762948364,0,0.688398463902802,0.02302825217088133,0.004817973332284295,0.3620121734404434,0.39781,Control,Historical,ARTR,Control,Control,Q1_2
Q1,1946,23,2,0,0.958234342344962,0.1013084112167401,4.8505801581308665,0.01534706682117718,0.22079327966786544,8.628708158352309e-4,0,Control,Historical,ARTR,Control,Control,Q1_23
Q1,1946,24,1,0,0.25,4.4886943922166544,5.373128820088658,0.11291427726256184,0.001561212856349079,0.7234209141212921,4.1e-4,Control,Historical,ARTR,Control,Control,Q1_24
Q1,1946,4,15,0,132.447260492649,0,4.379638025687404,5.191518354486502e-4,0.0013921069255048615,0.0037266873483544883,0.04667,Control,Historical,ARTR,Control,Control,Q1_4
Q1,1946,5,15,0,111.11187572234,1.5344312487286513e-14,0,0.023334683725371466,0.004230433999716315,0.0034346593220920857,0.01533,Control,Historical,ARTR,Control,Control,Q1_5
Q1,1946,7,14,0,179.652047891144,0.43421962379021506,0.8835124206293458,0.03245548193895961,4.01450218535685e-4,1.3672757515024296,4.1e-4,Control,Historical,ARTR,Control,Control,Q1_7
Q1,1947,2,16,0,430.037521715323,0,0.12970013239167674,0.12862915418128487,0.0036885023123820557,1.2473161437674207,0.051460000000000006,Control,Historical,ARTR,Control,Control,Q1_2
Q1,1947,23,3,0,2.18692454572367,0.23147385869873738,3.4965351430679865,0.044216270871184155,0.34578110574249504,0.18465316756877012,0,Control,Historical,ARTR,Control,Control,Q1_23
Q1,1947,4,16,0,119.945785385845,0.006451427409896916,3.443661793932471,0.004939301757234162,8.648008594880001e-4,0.0755634970119719,0.049530000000000005,Control,Historical,ARTR,Control,Control,Q1_4
Q1,1947,5,16,0,113.192417419663,8.38440428196918e-17,0.18306655114093215,2.039273044948337e-4,0.0018965076067598092,0.059425443205170715,0.0052,Control,Historical,ARTR,Control,Control,Q1_5
Q1,1947,7,15,0,175.853458939411,0.44374899505361054,0.4933067230952502,0.10699221068671243,1.0975394871485275e-4,2.2316959748511396,4.1e-4,Control,Historical,ARTR,Control,Control,Q1_7
Q1,1949,2,18,0,509.47880093977,0,0.19941239819373915,0.05435107201273008,0.0015332856498078572,1.7872337181846463,0.0306,Control,Historical,ARTR,Control,Control,Q1_2
Q1,1949,25,1,0,1.37057861113374,1.1249717876765108,0.0788941577830834,0.0024549776995015436,0.001635925601604307,0.5340373304758911,4.1e-4,Control,Historical,ARTR,Control,Control,Q1_25
Q1,1949,4,18,0,29.9326221216464,0,2.8527408874311453,0.00343219760754339,0.001218084043988244,0.26321635896185014,0.00633,Control,Historical,ARTR,Control,Control,Q1_4
Q1,1949,5,18,0,86.8614895953945,1.2576606422953769e-16,7.625000000000031e-4,3.9644742380225324e-4,1.507237073428482e-4,0.13629336892544075,1.00052,Control,Historical,ARTR,Control,Control,Q1_5
Q1,1949,7,17,0,306.125840095382,0.046992252160485394,0.9794842388372834,0.0069043448805734065,5.623591727981074e-4,0.3831048432751238,4.1e-4,Control,Historical,ARTR,Control,Control,Q1_7
Q1,1950,2,19,0,322.174772640681,1.9579260879254423e-12,0.03447262903102329,0.02556835615329583,0.1352471049572218,0.15080321348603684,0.01907,Control,Historical,ARTR,Control,Control,Q1_2
Q1,1950,23,6,0,3.60709134315684,0.10350412838471103,4.3764113122648975,0.012366086278552348,1.0243681828832236,0.025184165523592456,0.13635,Control,Historical,ARTR,Control,Control,Q1_23
Q1,1950,26,1,0,58.1158094234377,0.10026411892646238,2.7634603470182655,3.315843822191542e-4,0,0.12477473957767565,8.2e-4,Control,Historical,ARTR,Control,Control,Q1_26
Q1,1950,27,1,0,14.7988599837709,0.05614725769216478,5.408498550752315,0.11900327899300236,0.004906608710275504,0.0014712500000000001,0,Control,Historical,ARTR,Control,Control,Q1_27
Q1,1950,4,19,0,33.9878369242245,0.17341735960618282,0.9610147301177748,0.009229612167902678,0.0025442653819651726,0.30797546885190763,0.0062499999999999995,Control,Historical,ARTR,Control,Control,Q1_4
