quad,pid,age,year,area,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,W.intra,QuadName,Grazing,paddock,Group,Treatment,PrecipGroup,area0,climate,date_reformat,size_class,TAVG,VWC,TAVG_scaled,VWC_scaled,Split
Q1,Q1_1,2,1934,-0.46036034633600215,0.2421409845657813,0.5196539051483787,6.31698059145309e-5,4.9628685294589006e-5,0.1323841612859483,0,0.5196539051483787,E1 Q1,UG,NA,E1,Control,NA,0.7052557978957965,1,15/06/1934,large,9.819927536231885,9.9427904383966,0.9326338480065188,-0.41276723149375316,Training
Q1,Q1_1,3,1935,-1.0125050204885633,0.6634531044549214,1.3288828137423176,4.3468045625062496e-5,2.698064544912174e-4,0.206746083729532,0,1.3288828137423176,E1 Q1,UG,NA,E1,Control,NA,-0.46036034633600215,1,15/06/1935,large,10.103260869565222,10.098354985491568,1.0907047699875108,-0.37439917304958076,Training
Q1,Q1_1,2,2008,3.1746202861726402,0,0.03614236199136358,0.5199868562363499,1.3156060539865349,0.06459305027709272,0.1081,0.03614236199136358,E1 Q1,UG,NA,E1,Control,NA,4.48417181650777,1,15/06/2008,large,8.647463768115935,10.080580006402817,0.2785193933639523,-0.3787831503069747,Training
Q1,Q1_1,3,2009,3.9101640194011775,0,0.02177597324020911,0,0.6971141429950881,0.08456915160283264,0.34030999999999995,0.02177597324020911,E1 Q1,UG,NA,E1,Control,NA,3.1746202861726402,1,15/06/2009,large,8.288586956521735,10.048721389694306,0.07830296341232902,-0.38664068141318775,Training
Q1,Q1_10,6,1940,1.1918382098438254,15.838845719251022,0.03375851958351081,0.10331986093179028,0.00345540481783073,0.7906951603006847,0.07727,0.03375851958351081,E1 Q1,UG,NA,E1,Control,NA,-0.10712381198814454,1,15/06/1940,large,9.195108695652175,10.28824673899109,0.5840490590599495,-0.3275647365896576,Training
Q1,Q1_10,7,1941,0.6950346257263587,46.09178607967228,0.02737737166413362,0.05613728048873303,0.0375192853659272,0.0555580216687237,0,0.02737737166413362,E1 Q1,UG,NA,E1,Control,NA,1.1918382098438254,1,15/06/1941,large,9.44420289855073,11.88368778795065,0.7230180601621645,0.06593093163185859,Training
Q1,Q1_10,8,1942,0.893978665488515,35.42438668512636,0.01873368728535474,0.10019784356357034,0.00127383928098437,0.07526446490088706,4.1e-4,0.01873368728535474,E1 Q1,UG,NA,E1,Control,NA,0.6950346257263587,1,15/06/1942,large,7.757246376811598,11.315997422117974,-0.21813054948424168,-0.07408282819456805,Training
Q1,Q1_10,12,1946,3.305999408061355,45.076550998959014,0.7287058069055024,1.3515225999851014e-4,3.161398591777899e-4,0.01087930865916565,0.13594,0.7287058069055024,E1 Q1,UG,NA,E1,Control,NA,1.4004830187610715,1,15/06/1946,large,7.105797101449271,13.744307962548428,-0.5815723880031977,0.5248297291695317,Training
Q1,Q1_10,13,1947,3.136822771049536,1.0834929873968406,0.2554036763247379,1.004240072750444e-4,7.422041037659461e-5,0.02752485811442929,0.0205,0.2554036763247379,E1 Q1,UG,NA,E1,Control,NA,3.305999408061355,1,15/06/1947,large,7.932246376811595,10.320939918702296,-0.12049850943716123,-0.31950137091084635,Training
Q1,Q1_10,16,1950,2.9702347671130593,2.181167676074768,1.7977811509744746,2.8882083537265937e-5,5.258107146553e-5,0.01364852118988218,0.00622,1.7977811509744746,E1 Q1,UG,NA,E1,Control,NA,3.61372808293203,1,15/06/1950,large,8.19565217391304,10.37215523382376,0.026454892455648783,-0.30686975117156584,Training
Q1,Q1_10,17,1951,3.413639569160962,0.9033857385962466,0.5873765059556199,1.564528580611242e-5,4.205990918000141e-5,0.01078946455119745,0.13635,0.5873765059556199,E1 Q1,UG,NA,E1,Control,NA,2.9702347671130593,1,15/06/1951,large,8.113224637681165,12.14239954361636,-0.0195312133636234,0.12973896467628124,Training
Q1,Q1_10,18,1952,3.610289810196818,0.3073046868650201,0.9549137816862172,1.881470324660934e-5,9.12687850835739e-5,0.06453330181162109,0.37816,0.9549137816862172,E1 Q1,UG,NA,E1,Control,NA,3.413639569160962,1,15/06/1952,large,6.877898550724636,10.418304681808333,-0.7087163904661665,-0.2954875644811918,Training
Q1,Q1_10,2,2008,4.081935107087211,0,0.00238876702914219,0.7768130640935178,0,0,0,0.00238876702914219,E1 Q1,UG,NA,E1,Control,NA,4.221682831320571,1,15/06/2008,large,8.647463768115935,10.080580006402817,0.2785193933639523,-0.3787831503069747,Training
Q1,Q1_10,3,2009,4.534976139349134,0,0.00279521850779994,0.00770643351688063,0,0,0,0.00279521850779994,E1 Q1,UG,NA,E1,Control,NA,4.081935107087211,1,15/06/2009,large,8.288586956521735,10.048721389694306,0.07830296341232902,-0.38664068141318775,Training
Q1,Q1_11,3,2009,2.124263878700647,0,9.347197480496774e-5,0,0.1176004930583249,0.6469115209857815,0.00165,9.347197480496774e-5,E1 Q1,UG,NA,E1,Control,NA,1.6244859780986562,1,15/06/2009,large,8.288586956521735,10.048721389694306,0.07830296341232902,-0.38664068141318775,Training
Q1,Q1_13,2,1937,0.19343232329063523,45.81792130719518,0.01044594748451436,0,8.1408274062987e-4,0.1303013772105428,0,0.01044594748451436,E1 Q1,UG,NA,E1,Control,NA,-0.47866587758407614,1,15/06/1937,large,8.185144927536228,11.498338625444852,0.020592927318246676,-0.02911064091493396,Training
Q1,Q1_16,2,2009,2.085410510429592,0,3.25e-5,9.98920722189042e-5,0.00374625169790798,32.37254317046561,0.02105,3.25e-5,E1 Q1,UG,NA,E1,Control,NA,2.7743508811743154,1,15/06/2009,large,8.288586956521735,10.048721389694306,0.07830296341232902,-0.38664068141318775,Training
Q1,Q1_2,2,1934,0.5116031839748302,0.15225455648291078,0.1966055608980832,2.316226216866133e-4,1.7e-4,0.19632071562956524,0,0.1966055608980832,E1 Q1,UG,NA,E1,Control,NA,0.8516451432063148,1,15/06/1934,large,9.819927536231885,9.9427904383966,0.9326338480065188,-0.41276723149375316,Training
Q1,Q1_2,3,1935,1.4036753626185603,0.4763064201233976,0.113211390920668,1.5938283395856249e-4,1.852547878016999e-4,0.3072565470571742,0,0.113211390920668,E1 Q1,UG,NA,E1,Control,NA,0.5116031839748302,1,15/06/1935,large,10.103260869565222,10.098354985491568,1.0907047699875108,-0.37439917304958076,Training
Q1,Q1_2,4,1936,0.2131648827875017,0.313456810240239,2.4032871862589286e-10,1.8793122636778271e-4,0.06055690312920568,0.1686876483732999,0.00286,2.4032871862589286e-10,E1 Q1,UG,NA,E1,Control,NA,1.4036753626185603,1,15/06/1936,large,8.364130434782611,9.727102637987368,0.12044847138296737,-0.46596394171040917,Training
Q1,Q1_2,5,1937,-0.29867640375299387,0.6054286605806068,1.72054037683722e-15,5.913405453485935e-4,3.5000000000000004e-5,0.20100286818132623,0,1.72054037683722e-15,E1 Q1,UG,NA,E1,Control,NA,0.2131648827875017,1,15/06/1937,large,8.185144927536228,11.498338625444852,0.020592927318246676,-0.02911064091493396,Training
