"","species","quad","year","trackID","age","logarea","survives","distEdgeMin","allEdge","QuadName","Grazing","Group","W.ARTR","W.HECO","W.POSE","W.PSSP","W.allcov","W.allpts","Treatment","Period","Treatment2","Treatment3"
"1","HECO","Q1",1933,1,1,0.705255797895797,1,40.6481800457969,0,"E1 Q1","UG","E1",0.456691158460183,0.712360445750891,0.000147176781839017,5.67574125454336e-05,0.348241867298176,0,"Control","Historical","Control","Control"
"2","HECO","Q1",1933,3,1,2.83160712188573,1,18.9999238141884,0,"E1 Q1","UG","E1",16.7902120987876,2.42393472184688e-09,0.0724885217282368,0.433792816647691,0.8647915119936,0.00146,"Control","Historical","Control","Control"
"3","HECO","Q1",1933,2,1,0.851645143206315,1,39.5469964829189,0,"E1 Q1","UG","E1",0.291953936260763,0.630690743060237,0.000969301931601204,0.000115116639879675,0.572211966912318,0,"Control","Historical","Control","Control"
"4","HECO","Q1",1934,5,1,-1.38629436111992,1,10.3587612914391,0,"E1 Q1","UG","E1",0.0997145612687308,6.99440505513849e-15,0,2.17879855633293,0.545782987492899,1.13635,"Control","Historical","Control","Control"
"5","HECO","Q1",1934,3,2,1.9760302493681,1,17.3065292666596,0,"E1 Q1","UG","E1",0.516903653688931,0,0.0542305708895556,0.184121244838723,0.85287957010442,0.00961,"Control","Historical","Control","Control"
"6","HECO","Q1",1934,2,2,0.51160318397483,1,40.15807695,0,"E1 Q1","UG","E1",0.152254556482911,0.196605560898083,0.000231622621686613,0.00017,0.196320715629565,0,"Control","Historical","Control","Control"
"7","HECO","Q1",1934,6,1,-1.38629436111989,1,28.3060995894039,0,"E1 Q1","UG","E1",0.00893246035773844,5.4538213627551e-06,0.0452865294440616,0.0124243108769517,7.16060445598592,0.38251,"Control","Historical","Control","Control"
"8","HECO","Q1",1934,7,1,-1.38629436111989,1,4.9935823801924,0,"E1 Q1","UG","E1",0.283024912260733,3.25e-05,0,0.931010203214175,18.1250471313406,0.13594,"Control","Historical","Control","Control"
"9","HECO","Q1",1934,1,2,-0.460360346336002,1,42.16121755,0,"E1 Q1","UG","E1",0.242140984565781,0.519653905148379,6.31698059145309e-05,4.9628685294589e-05,0.132384161285948,0,"Control","Historical","Control","Control"
"10","HECO","Q1",1935,2,3,1.40367536261856,1,39.3515800603754,0,"E1 Q1","UG","E1",0.476306420123398,0.113211390920668,0.000159382833958562,0.0001852547878017,0.307256547057174,0,"Control","Historical","Control","Control"
"11","HECO","Q1",1935,9,1,-0.992341780487429,0,41.3427487980989,0,"E1 Q1","UG","E1",0.31595471217827,0.000334268066835585,0.00383041522681167,0.00285064985121001,0.0716518081731812,0.00479,"Control","Historical","Control","Control"
"12","HECO","Q1",1935,10,1,-1.38629436111989,1,7.7177800389795,0,"E1 Q1","UG","E1",3.11630099537927,0.00670379101444539,0.0369915866278874,0.00592599585019798,36.3109611222817,0.06197,"Control","Historical","Control","Control"
"13","HECO","Q1",1935,5,2,-1.38629436111995,0,10.6759800417346,0,"E1 Q1","UG","E1",0.280469472378978,1.3988810110277e-14,0,4.29258362796836,8.26827286902866,1.27375,"Control","Historical","Control","Control"
"14","HECO","Q1",1935,3,3,2.02596543314598,1,16.3524534902858,0,"E1 Q1","UG","E1",2.33820176286729,0.000165000358470219,0.114046140067093,0.0361564036140865,1.32542234058403,0.02488,"Control","Historical","Control","Control"
"15","HECO","Q1",1935,1,3,-1.01250502048856,0,41.3198917873723,0,"E1 Q1","UG","E1",0.663453104454921,1.32888281374232,4.34680456250625e-05,0.000269806454491217,0.206746083729532,0,"Control","Historical","Control","Control"
"16","HECO","Q1",1936,25,1,-1.38629436111993,1,7.6520050389182,0,"E1 Q1","UG","E1",0.193879074421613,0.142734985256392,0,0.783598463327701,0.560196085122246,0.38069,"Control","Historical","Control","Control"
"17","HECO","Q1",1936,16,1,-1.38629436111993,0,8.28413863325682,0,"E1 Q1","UG","E1",16.6922470286308,0.477329256516338,0.0626385171382442,0.00285789816240503,0.295476321461133,0.00206,"Control","Historical","Control","Control"
"18","HECO","Q1",1936,22,1,-1.38629436111993,1,11.3157862923304,0,"E1 Q1","UG","E1",4.4623881987139,0.624444650108265,0.000164755635765756,0.0198483133049683,0.895518403367711,0.02488,"Control","Historical","Control","Control"
"19","HECO","Q1",1936,17,1,-1.38629436111993,0,4.6580503486299,0,"E1 Q1","UG","E1",4.71635771174616,0.48282087089457,0.000178686008658022,0.00268506645526893,0.302389771668381,0.13778,"Control","Historical","Control","Control"
"20","HECO","Q1",1936,24,1,-1.38629436111993,0,13.6558558257598,0,"E1 Q1","UG","E1",0.257392774934603,0.0782291085368714,0,3.66905700664432,0.484731812454513,0.04895,"Control","Historical","Control","Control"
"21","HECO","Q1",1936,2,4,0.213164882787502,1,38.467219911367,0,"E1 Q1","UG","E1",0.313456810240239,2.40328718625893e-10,0.000187931226367783,0.0605569031292057,0.1686876483733,0.00286,"Control","Historical","Control","Control"
"22","HECO","Q1",1936,13,1,-0.478665877584071,1,9.9996191023968,0,"E1 Q1","UG","E1",28.2646131823698,0.236692821037206,0.182114259356533,0.00369814232021609,0.388795330581387,0.00564,"Control","Historical","Control","Control"
"23","HECO","Q1",1936,27,1,-1.38629436111993,1,11.2780933235453,0,"E1 Q1","UG","E1",0.175830680151749,0.0676460058604589,0,7.25420996605773,5.85997276066406,0.21371,"Control","Historical","Control","Control"
"24","HECO","Q1",1936,28,1,-1.38629436111989,0,31.6674089675342,0,"E1 Q1","UG","E1",0,6.79223998237733e-05,0.00378959093036836,0.0650141285095858,0.145382109634305,0.42467,"Control","Historical","Control","Control"
"25","HECO","Q1",1936,18,1,-1.38629436111993,0,8.1652503518962,0,"E1 Q1","UG","E1",5.67036325382559,0.684394750064334,0.000881711721934333,0.00666620131576047,0.346192874722014,0.01714,"Control","Historical","Control","Control"
"26","HECO","Q1",1936,6,3,-0.638174278476789,1,27.060769094936,0,"E1 Q1","UG","E1",0.224945931813914,0.000779928775789913,0.148266682330218,0.0472917984025989,27.3775255748394,0.43143,"Control","Historical","Control","Control"
"27","HECO","Q1",1936,3,4,2.70354255645865,1,18.8710464784429,0,"E1 Q1","UG","E1",7.77030557649562,0.00294008585951982,0.0062540225884263,0.00556891036297672,3.8158108724268,0.01577,"Control","Historical","Control","Control"
"28","HECO","Q1",1936,31,1,-1.38629436111989,0,6.3079769126664,0,"E1 Q1","UG","E1",5.42917973814981,0.0920324999999997,1.57795051116291e-05,0.0996839001134492,3.02214415474702,0.00479,"Control","Historical","Control","Control"
"29","HECO","Q1",1936,20,1,-1.38629436111993,0,14.2879894200985,0,"E1 Q1","UG","E1",2.26482106251044,0.186542637304246,0.0229620967671589,0.0216598009422861,0.110063008689631,0.00175,"Control","Historical","Control","Control"
"30","HECO","Q1",1936,35,1,-1.38629436111989,1,5.8541753497438,0,"E1 Q1","UG","E1",1.02726355075955,0.133933309480433,0,0.235365307224208,17.6509084350292,0.00041,"Control","Historical","Control","Control"
"31","HECO","Q1",1936,7,3,-1.38629436111989,1,4.6058503485812,0,"E1 Q1","UG","E1",1.23961057363553,0.0671850655497271,0,1.49001193712911,8.04077168600937,0.00149,"Control","Historical","Control","Control"
"32","HECO","Q1",1936,21,1,-1.38629436111993,0,10.2457925413339,0,"E1 Q1","UG","E1",5.78085045174618,0.728989812770041,0.000293070129187077,0.0105500928152167,0.453960670911004,0.02152,"Control","Historical","Control","Control"
"33","HECO","Q1",1936,36,1,-1.38629436111989,0,5.6758433183278,0,"E1 Q1","UG","E1",0.978474647238431,0.362024199726021,0.00810862460155,0.358725876655709,0.0730824115753713,0.05636,"Control","Historical","Control","Control"
"34","HECO","Q1",1936,34,1,-1.38629436111993,0,22.3941339588979,0,"E1 Q1","UG","E1",0.424304469457132,3.2500000004996e-05,0,0.357384666345285,0.359306394634335,0.03032,"Control","Historical","Control","Control"
"35","HECO","Q1",1936,29,1,-1.38629436111989,1,10.2312862913203,0,"E1 Q1","UG","E1",1.00179886006341,0.199390077177541,0.16590427774299,0.000780360822107347,25.0892376282818,0.04681,"Control","Historical","Control","Control"
"36","HECO","Q1",1936,19,1,-1.38629436111993,1,8.40302691461761,0,"E1 Q1","UG","E1",4.07721143474863,0.58922807275162,0.00220713915765918,0.00753709256266485,0.477748908025926,0.01585,"Control","Historical","Control","Control"
"37","HECO","Q1",1936,37,1,-1.38629436111989,1,5.0219589427188,0,"E1 Q1","UG","E1",0.0146719417303709,3.99680288865056e-15,0.000837939330694768,1.47971346095054,0.103336487164922,3e-05,"Control","Historical","Control","Control"
"38","HECO","Q1",1936,15,1,-1.38629436111993,0,14.6446542641807,0,"E1 Q1","UG","E1",13.9152821581524,0.0934093846996467,0.0626385171382442,0.00664633052329774,0.240565335973597,0.16654,"Control","Historical","Control","Control"
"39","HECO","Q1",1936,10,2,-1.38629436111989,1,5.416315974336,0,"E1 Q1","UG","E1",1.16561027520472,0.0917808840363367,0.0577078278140638,0.00317522240329314,21.9715931792798,0.06197,"Control","Historical","Control","Control"
"40","HECO","Q1",1936,38,1,-1.38629436111993,1,11.167176135942,0,"E1 Q1","UG","E1",4.0522868732271,0.520991463831847,4.98801695218934e-05,0.0173653807871894,1.17885052851858,0.05625,"Control","Historical","Control","Control"
"41","HECO","Q1",1936,32,1,-1.38629436111989,0,11.6796948864192,0,"E1 Q1","UG","E1",3.20577701015372,0.0669333355468479,6.64513813169972e-05,1.26296569968574,1.25089412400797,0.00198,"Control","Historical","Control","Control"
"42","HECO","Q1",1936,33,1,-1.38629436111993,0,35.3384347522031,0,"E1 Q1","UG","E1",0,0.00164660318351469,0.0603318846488729,0.0346228137050377,6.76033564428254,0.02067,"Control","Historical","Control","Control"
