quad,pid,age,year,area,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,W.intra,QuadName,Grazing,paddock,Group,Treatment,PrecipGroup,area0,climate,date_reformat,size_class,TAVG,VWC,TAVG_scaled,VWC_scaled,Split
Q1,Q1_1,2,2008,3.763536510948355,0,0.01185177834412411,0,0.08806907506665869,0,0.04722,0.08806907506665869,E1 Q1,UG,NA,E1,Control,NA,5.136861427961012,1,15/06/2008,large,10.778271028037386,17.01172114783599,0.7124011902387635,0.7084123934111266,Training
Q1,Q1_1,3,2009,4.806321081718224,0,0.9943556788324572,0.08166977686751895,0.08102460152751602,0.3104399749326158,0.16657,0.08102460152751602,E1 Q1,UG,NA,E1,Control,NA,3.763536510948355,1,15/06/2009,large,10.310981308411218,13.174587576264841,0.1706677272035267,0.014245545733989819,Training
Q1,Q1_101,7,1956,-1.3862943611199066,10.564777502021434,0.1066334999400937,0.00972765067152046,0.1984247562000649,2.95942846007482,0.0016,0.1984247562000649,E1 Q1,UG,NA,E1,Control,NA,0.11864349258568753,1,15/06/1956,large,9.939953271028042,11.034538056029911,-0.25946864244645057,-0.37290580087033975,Training
Q1,Q1_12,2,1934,-1.3862943611198906,2.0250820257003883,1.5760828907387807,1.4068580085817262,1.198117789126434,5.9147890985712825,0.04667,1.198117789126434,E1 Q1,UG,NA,E1,Control,NA,-0.5674640742910576,1,15/06/1934,large,11.898364485981306,9.873062141135973,2.0109363011342216,-0.5830256884000078,Training
Q1,Q1_12,3,2009,3.068470551708861,0,0,3.01664204999997e-6,0.3241305275764067,49.846847068308485,0.02113,0.3241305275764067,E1 Q1,UG,NA,E1,Control,NA,-0.6931471805599453,1,15/06/2009,large,10.310981308411218,13.174587576264841,0.1706677272035267,0.014245545733989819,Training
Q1,Q1_2,2,1933,0.9780632199349841,0.20686850058713468,0,0.03023174363709691,0.00836000743848051,9.00553699804463,0.06351,0.00836000743848051,E1 Q1,UG,NA,E1,Control,NA,1.2935210833175996,1,15/06/1933,large,9.217056074766361,9.783878351018835,-1.0975303097619609,-0.5991597189972706,Training
Q1,Q1_2,3,1934,0.6444336243454365,0.7558581024412018,0,0,1.2600677125451635e-9,4.361452774221276,0.00149,1.2600677125451635e-9,E1 Q1,UG,NA,E1,Control,NA,0.9780632199349841,1,15/06/1934,large,11.898364485981306,9.873062141135973,2.0109363011342216,-0.5830256884000078,Training
Q1,Q1_2,4,1935,2.6297665305396962,0.5459755756734836,0.0108675,5.496815826884591e-5,0.03684256075273747,1.767523568168233,0.04024,0.03684256075273747,E1 Q1,UG,NA,E1,Control,NA,0.6444336243454365,1,15/06/1935,large,11.48808411214953,10.802446147287304,1.5352943205892822,-0.4148930045102842,Training
Q1,Q1_2,5,1936,1.7776675738239667,1.3847925566485098,0.0108675,0.00370673004182774,0.0301936175693218,2.693503798101146,0.16567,0.0301936175693218,E1 Q1,UG,NA,E1,Control,NA,2.6297665305396962,1,15/06/1936,large,10.493691588785046,14.716760225547212,0.3824855112502995,0.29323638787136846,Training
Q1,Q1_2,6,1937,0.907256108061215,0.9611931083243896,0.01222572170746468,0.01059719600864097,0.0897700806814749,0.6526427394876264,0.00143,0.0897700806814749,E1 Q1,UG,NA,E1,Control,NA,1.7776675738239667,1,15/06/1937,large,10.829439252336453,14.945900499618775,0.7717210044411238,0.33468961819584814,Training
