"","species","quad","year","trackID","age","logarea","survives","distEdgeMin","allEdge","QuadName","Grazing","Group","W.ARTR","W.HECO","W.POSE","W.PSSP","W.allcov","W.allpts","Treatment","Period","Treatment2","Treatment3"
"1","PSSP","Q1",1932,2,1,1.2935210833176,1,8.93967225020928,0,"E1 Q1","UG","E1",0.206868500587135,0,0.0302317436370969,0.00836000743848051,9.00553699804463,0.06351,"Control","Historical","Control","Control"
"2","PSSP","Q1",1932,6,1,-0.499685311000447,1,5.99545818582409,0,"E1 Q1","UG","E1",0.0608379762516229,0,0,1.12099355366436,0.0528918615878322,0.27229,"Control","Historical","Control","Control"
"3","PSSP","Q1",1932,3,1,2.78406925261222,1,13.8057581456489,0,"E1 Q1","UG","E1",0.0877947343043508,0,0,0.0638514928520384,0.142356248747983,0.15165,"Control","Historical","Control","Control"
"4","PSSP","Q1",1932,5,1,-0.493457754145096,1,7.12809801816672,0,"E1 Q1","UG","E1",0.121756968346838,0,0,1.35062650638654,0.0864960452723636,0.18272,"Control","Historical","Control","Control"
"5","PSSP","Q1",1932,8,1,3.3543088748347,1,7.99549486077708,0,"E1 Q1","UG","E1",0,0,0.0115226072265136,0.000161745056750589,1.28446782973596,0.00479,"Control","Historical","Control","Control"
"6","PSSP","Q1",1932,9,1,2.40985584793169,1,3.32166047867609,0,"E1 Q1","UG","E1",0.402480271129525,0,0.00020502922384012,0.00045102223618598,0.0665090168572888,0.04678,"Control","Historical","Control","Control"
"7","PSSP","Q1",1933,9,2,2.55360081695697,1,1.54708629127516,0,"E1 Q1","UG","E1",0.491769214466229,0,0.000406713116795301,0.000928858802507728,2.02679504844315,0.13635,"Control","Historical","Control","Control"
"8","PSSP","Q1",1933,4,2,2.06358249449484,1,4.79380446449795e-09,0,"E1 Q1","UG","E1",0.0283109273684533,0,0,0.532246658719921,2.72478169178774,0.04667,"Control","Historical","Control","Control"
"9","PSSP","Q1",1933,5,2,0.146278853765835,0,3.69804411267422,0,"E1 Q1","UG","E1",0.0387554599450745,0,0,3.06677066969042,11.838864501072,0.13594,"Control","Historical","Control","Control"
"10","PSSP","Q1",1933,8,2,3.92465065604628,1,6.65755037219077,0,"E1 Q1","UG","E1",0,0,0.0068855134433349,9.00144138435067e-05,1.81184726008702,0.02009,"Control","Historical","Control","Control"
"11","PSSP","Q1",1933,11,1,-0.800848980749093,0,17.0173620956439,0,"E1 Q1","UG","E1",1.88839170741663,3.85353822122458,0.338125752425341,0.743866533811388,1.82742331902798,0.0153,"Control","Historical","Control","Control"
"12","PSSP","Q1",1933,10,1,-0.372939712016734,0,12.5448151984503,0,"E1 Q1","UG","E1",0.962652034648705,0.469122831193713,0.676225145180621,0.825008506062614,4.13603340160451,0.04667,"Control","Historical","Control","Control"
"13","PSSP","Q1",1933,3,2,1.36051024962928,1,12.247094126398,0,"E1 Q1","UG","E1",0.0283109273684533,0,0,0.348415280108189,2.13602404392973,0.13594,"Control","Historical","Control","Control"
"14","PSSP","Q1",1933,12,1,-0.567464074291061,1,13.8583347566044,0,"E1 Q1","UG","E1",2.02508202570039,1.57608289073878,1.40685800858173,1.19811778912643,5.91478909857128,0.04667,"Control","Historical","Control","Control"
"15","PSSP","Q1",1933,2,2,0.978063219934984,1,11.0069074070609,0,"E1 Q1","UG","E1",0.755858102441202,0,0,1.26006771254516e-09,4.36145277422128,0.00149,"Control","Historical","Control","Control"
"16","PSSP","Q1",1933,19,1,-0.664568165241408,0,10.7455136207785,0,"E1 Q1","UG","E1",2.48130797313119,0.407915299074658,1.20461152680106,1.66047074033934,24.7948994235078,0.37772,"Control","Historical","Control","Control"
"17","PSSP","Q1",1933,15,1,-0.810101531827924,0,8.95059800531134,0,"E1 Q1","UG","E1",3.81495564950802,0.118596550687959,0.334656013902212,1.4296533572765,43.9624617873805,0.37772,"Control","Historical","Control","Control"
"18","PSSP","Q1",1933,21,1,-0.491787197086996,1,5.0721472216409,0,"E1 Q1","UG","E1",0.692655223832553,0,0,0.306088491163073,17.7764866242336,0.00663,"Control","Historical","Control","Control"
"19","PSSP","Q1",1933,13,1,-0.67441746719124,0,17.3469894396408,0,"E1 Q1","UG","E1",25.2057621282845,8.27469726503471,0.462200271375026,0.53133861264845,3.52437538155284,0.0153,"Control","Historical","Control","Control"
"20","PSSP","Q1",1933,17,1,-0.201190318112784,0,9.9700230007829,0,"E1 Q1","UG","E1",15.717523648544,0.20458701715187,0.192497105266407,0.803957595816889,39.521941856013,0.13594,"Control","Historical","Control","Control"
"21","PSSP","Q1",1933,16,1,-0.817545510503831,0,7.32143317789142,0,"E1 Q1","UG","E1",2.52355803335988,0.0364511306472994,0.117251778568431,1.170531215751,45.6940130444307,0.37772,"Control","Historical","Control","Control"
