quad,pid,age,year,area0,survives,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,W.intra,date_reformat,QuadName,Grazing,paddock,Group,Treatment,PrecipGroup,climate,size_class,TAVG,VWC,TAVG_scaled,VWC_scaled,Split
Q1,Q1_1,1,1933,3.85371148469668,1,0,0,0,0.0253136248856084,5.14194581818352,0.04953,0,15/06/1932,E1 Q1,UG,NA,E1,Control,NA,1,large,13.6448087431694,12.049167600391108,0.9087755321834425,-0.6328415577383985,Training
Q1,Q1_1,2,1934,4.12203240049024,1,0.140158356939895,0,0,0.0211055089764252,1.81659409349401,3e-5,0.140158356939895,15/06/1933,E1 Q1,UG,NA,E1,Control,NA,1,large,12.523497267759566,13.533642334045503,-0.37605062542697887,-0.3413781813948887,Training
Q1,Q1_1,3,1935,3.44592390059219,1,0.00110567320555363,0.0031075,0,0.0257583912546497,0.368231787917472,0.04956,0.00110567320555363,15/06/1934,E1 Q1,UG,NA,E1,Control,NA,1,large,14.282513661202184,15.84140614030671,1.6394734493039893,0.11173066278220425,Training
Q1,Q1_1,4,1936,3.98723415528593,1,5.17333987066006e-5,0.0108675,0,0.142061172131691,1.20559560423848,0.06822,5.17333987066006e-5,15/06/1935,E1 Q1,UG,NA,E1,Control,NA,1,large,14.288524590163936,15.013023125002881,1.6463609189597994,-0.050914955275369406,Training
Q1,Q1_1,5,1937,3.48889326860948,1,9.3696224356314e-4,0.0823826698653299,0,0.128353412330966,2.09060510652589,0.0153,9.3696224356314e-4,15/06/1936,E1 Q1,UG,NA,E1,Control,NA,1,large,13.052459016393447,11.1076719639814,0.23004670428398322,-0.8176958302830882,Training
Q1,Q1_1,6,1938,3.68390312663837,1,0.190588747334511,0.0684958428296194,2.75e-5,0.110353817185493,2.62045134326382,0.02012,0.190588747334511,15/06/1937,E1 Q1,UG,NA,E1,Control,NA,1,large,13.453278688524588,14.52609242747512,0.6893157036052453,-0.1465194555940545,Training
Q1,Q1_1,7,1939,3.90360300892969,1,0.148988792786793,0.00787043934911399,0,0.0645642407983636,0.597793896506097,0.00234,0.148988792786793,15/06/1938,E1 Q1,UG,NA,E1,Control,NA,1,large,13.31693989071038,16.207892969431253,0.5330953691394551,0.18368708358238128,Training
Q1,Q1_1,8,1940,4.0257197512258,1,0.153644505800558,0,0,0.0654099903367211,0.0837514838217178,5.5e-4,0.153644505800558,15/06/1939,E1 Q1,UG,NA,E1,Control,NA,1,large,12.390710382513666,12.529490888565668,-0.5282010914597915,-0.5385343633255045,Training
Q1,Q1_1,9,1941,4.58584515626552,1,0,0.0736032779363397,0,0.0983401674677366,0.0200400410573144,1.4e-4,0,15/06/1940,E1 Q1,UG,NA,E1,Control,NA,1,large,13.21584699453552,16.936824772081945,0.4172606522008972,0.32680634287870985,Training
Q1,Q1_1,10,1942,4.48076577167729,1,0,0.024996675271632,8.30972483658545e-5,0.144782926293003,5.5295680684425e-4,3e-5,0,15/06/1941,E1 Q1,UG,NA,E1,Control,NA,1,large,13.562568306010933,16.150614729756384,0.814542424619914,0.17244101199344128,Training
Q1,Q1_1,14,1946,5.45941568030775,1,0.00898024532302843,0.184322859590654,0,0.124007262625655,0.0580636417923365,0.0169,0.00898024532302843,15/06/1945,E1 Q1,UG,NA,E1,Control,NA,1,large,11.90136612021858,13.07997774090837,-1.0889037348029422,-0.4304511787626144,Training
Q1,Q1_1,15,1947,4.58438111146827,0,0.113862224904108,0.909574050766387,0,0.202109245148582,0.00899472581874823,6.6e-4,0.113862224904108,15/06/1946,E1 Q1,UG,NA,E1,Control,NA,1,large,11.716393442622952,15.956244343200167,-1.3008499601202559,0.13427811986566085,Training
Q1,Q1_11,1,1936,2.39741294237702,1,0.425117469991011,0.0462401655643586,0.001555,4.26169030857314,16.8461323781748,0.01533,0.425117469991011,15/06/1935,E1 Q1,UG,NA,E1,Control,NA,1,large,14.288524590163936,15.013023125002881,1.6463609189597994,-0.050914955275369406,Training
Q1,Q1_12,1,1936,-1.38629436111989,0,7.43053227224393,2.23540379040408e-6,0,0.0147455738932712,0.0589833123257818,0.00344,7.43053227224393,15/06/1935,E1 Q1,UG,NA,E1,Control,NA,1,small,14.288524590163936,15.013023125002881,1.6463609189597994,-0.050914955275369406,Training
Q1,Q1_14,1,1936,-1.38629436111989,0,0.0130385616672008,7.41415115214912e-6,0.0245282635546495,0.0201185559527949,0.627101410133797,5.5e-4,0.0130385616672008,15/06/1935,E1 Q1,UG,NA,E1,Control,NA,1,small,14.288524590163936,15.013023125002881,1.6463609189597994,-0.050914955275369406,Training
Q1,Q1_15,1,1936,-1.38629436111989,0,0.0313554214859493,0.016797279503189,0.00146402787633647,0.00752526668990166,19.6896966885138,0.0202,0.0313554214859493,15/06/1935,E1 Q1,UG,NA,E1,Control,NA,1,small,14.288524590163936,15.013023125002881,1.6463609189597994,-0.050914955275369406,Training
Q1,Q1_16,1,1936,-1.38629436111989,0,0,0,0.0316606674109153,0.463521059487558,0.0880748602341681,0,0,15/06/1935,E1 Q1,UG,NA,E1,Control,NA,1,small,14.288524590163936,15.013023125002881,1.6463609189597994,-0.050914955275369406,Training
Q1,Q1_2,1,1933,4.87042237376932,1,1.6768808563938399e-16,0,0,6.9463522135724e-4,2.17242105819306,3e-5,1.6768808563938399e-16,15/06/1932,E1 Q1,UG,NA,E1,Control,NA,1,large,13.6448087431694,12.049167600391108,0.9087755321834425,-0.6328415577383985,Training
Q1,Q1_2,2,1934,5.49206434133744,1,0.0733801702513463,0,0.0385545142045272,2.6593007729112e-4,2.07962037398491,3e-5,0.0733801702513463,15/06/1933,E1 Q1,UG,NA,E1,Control,NA,1,large,12.523497267759566,13.533642334045503,-0.37605062542697887,-0.3413781813948887,Training
Q1,Q1_2,3,1935,5.05145571820835,1,0.0283588617302772,0,0.0154577210405005,0.00430248367430434,1.10956751812565,3e-5,0.0283588617302772,15/06/1934,E1 Q1,UG,NA,E1,Control,NA,1,large,14.282513661202184,15.84140614030671,1.6394734493039893,0.11173066278220425,Training
Q1,Q1_2,4,1936,5.96627046232345,1,0.0886554030215962,0,0.0260078398906973,0.0079668481417866,1.93051559309225,3e-5,0.0886554030215962,15/06/1935,E1 Q1,UG,NA,E1,Control,NA,1,large,14.288524590163936,15.013023125002881,1.6463609189597994,-0.050914955275369406,Training
Q1,Q1_2,5,1937,5.49307970035374,1,0.0141930686722911,0.18285403063775,0.0186871201489555,0.0189390796677373,0.629681929263898,1.02009,0.0141930686722911,15/06/1936,E1 Q1,UG,NA,E1,Control,NA,1,large,13.052459016393447,11.1076719639814,0.23004670428398322,-0.8176958302830882,Training
Q1,Q1_2,6,1938,6.17656549337343,1,0.0185380557931826,0.0868135312506195,2.75e-5,0.00694925448332131,1.0782837629923,0,0.0185380557931826,15/06/1937,E1 Q1,UG,NA,E1,Control,NA,1,large,13.453278688524588,14.52609242747512,0.6893157036052453,-0.1465194555940545,Training
Q1,Q1_2,7,1939,6.4658333326742,1,0.020603899425278,2.85479427923381e-5,0.0313126597039441,0.00435986348451326,0.678754789692049,0,0.020603899425278,15/06/1938,E1 Q1,UG,NA,E1,Control,NA,1,large,13.31693989071038,16.207892969431253,0.5330953691394551,0.18368708358238128,Training
Q1,Q1_2,8,1940,6.50502587842889,1,0.00295302799557466,0,0.0499963258986892,0.00109682153313496,1.27136290949698,0,0.00295302799557466,15/06/1939,E1 Q1,UG,NA,E1,Control,NA,1,large,12.390710382513666,12.529490888565668,-0.5282010914597915,-0.5385343633255045,Training
Q1,Q1_2,9,1941,6.71836016662832,1,0,0,0.0120264362012581,0.0080328813347185,2.81752167338109,0,0,15/06/1940,E1 Q1,UG,NA,E1,Control,NA,1,large,13.21584699453552,16.936824772081945,0.4172606522008972,0.32680634287870985,Training
Q1,Q1_2,10,1942,6.84836996881596,1,0,0.462240156144172,0.0147784182859737,0.00485057106959993,0.850381285490905,3e-5,0,15/06/1941,E1 Q1,UG,NA,E1,Control,NA,1,large,13.562568306010933,16.150614729756384,0.814542424619914,0.17244101199344128,Training
Q1,Q1_2,14,1946,6.93983344807873,1,0,0.191583099056413,0.0561684258517928,0.00216668048540121,0.110309821701273,0.0306,0,15/06/1945,E1 Q1,UG,NA,E1,Control,NA,1,large,11.90136612021858,13.07997774090837,-1.0889037348029422,-0.4304511787626144,Training
Q1,Q1_2,15,1947,6.57070032997811,1,0,0.688398463902802,0.0230282521708813,0.0048179733322843,0.362012173440443,0.39781,0,15/06/1946,E1 Q1,UG,NA,E1,Control,NA,1,large,11.716393442622952,15.956244343200167,-1.3008499601202559,0.13427811986566085,Training
Q1,Q1_2,18,1950,6.25618214258999,1,0,0.199412398193739,0.0543510720127301,0.00153328564980786,1.78723371818465,0.0306,0,15/06/1949,E1 Q1,UG,NA,E1,Control,NA,1,large,12.756693989071037,14.385799141596106,-0.10884810946195089,-0.1740647912293477,Training
Q1,Q1_2,19,1951,5.78987537051682,1,1.95792608792544e-12,0.0344726290310233,0.0255683561532958,0.135247104957222,0.150803213486037,0.01907,1.95792608792544e-12,15/06/1950,E1 Q1,UG,NA,E1,Control,NA,1,large,13.292076502732236,12.65203079039602,0.5046062901086178,-0.5144747463346829,Training
Q1,Q1_2,20,1952,4.65181829386617,1,0,0.374354981902837,0.00112445037473772,0.0241059584713826,0.936466498127776,0.00647,0,15/06/1951,E1 Q1,UG,NA,E1,Control,NA,1,large,12.681147540983607,11.650993949572712,-0.19541108036333302,-0.7110194034150702,Training
