quad,pid,age,year,area0,survives,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,W.intra,date_reformat,QuadName,Grazing,paddock,Group,Treatment,PrecipGroup,climate,size_class,TMAX,VWC,TMAX_scaled,VWC_scaled,Split
Q10,Q10_10,1,1931,1.47190963578317,1,0.236332182255679,0.0402632214522005,0.434308782177919,0.346695459510957,0.0135232290121589,0.19163,0.346695459510957,15/06/1930,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,21.520108695652173,12.780407499060525,-0.4133002442513054,-0.14270167751080706,Training
Q10,Q10_10,2,1932,1.85580177121254,1,0.420063079532598,0.0219442076374011,0,0.220084384156565,0.165826800386304,0.19108,0.220084384156565,15/06/1931,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,22.846739130434784,11.046278524186029,0.5964977732130192,-0.5323510525274548,Training
Q10,Q10_10,3,1933,3.34766855195559,1,0.871314421285393,0.0484232903944039,0,0.234048171319101,0.0229387776155161,0.18404,0.234048171319101,15/06/1932,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,21.75978260869565,12.465696760593563,-0.23086643609818483,-0.21341547350372292,Training
Q10,Q10_10,4,1934,3.09873873932282,1,2.27695584734912,0.0197748798977334,0,0.309821449093884,0.0159244244374926,0.29045,0.309821449093884,15/06/1933,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,22.820652173913043,11.803694466123702,0.5766410321895489,-0.3621637984767468,Training
Q10,Q10_10,5,1935,1.00879340186665,1,0.570256427509634,0.0139201746958194,0,0.183939007522513,0.072237814754536,0.53366,0.183939007522513,15/06/1934,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,23.127173913043478,10.698901322462333,0.8099577392153082,-0.610404825636497,Training
Q10,Q10_10,6,1936,0.685432928414307,1,0.697586442006805,0.080615183768364,0,0.320245394766417,0.0260311994727698,1.07869,0.320245394766417,15/06/1935,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,23.903260869565216,13.55107183976104,1.4006957846635055,0.030462419884719903,Training
Q10,Q10_10,7,1937,1.01124667781598,1,0.751127489892682,0.026190411331942,2.269174199299e-4,0.330345467526479,0.0112518212899967,1.5294,0.330345467526479,15/06/1936,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,21.910869565217393,11.632863998851363,-0.11586281100392612,-0.40054847791576376,Training
Q10,Q10_10,8,1938,1.28830965604381,1,1.21441296887382,0.0468679793984502,0.0159401251232715,0.295720429480029,0.0932491155029551,0.85823,0.295720429480029,15/06/1937,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,23.305434782608696,11.374336697793778,0.9456454695423457,-0.4586381602527533,Training
Q10,Q10_10,9,1939,0.63490901324913,1,1.39675965556376,0.098194716067537,0.0512207463310764,0.384833263364796,0.0452323651535751,0.21568,0.384833263364796,15/06/1938,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,22.14673913043478,14.628015307164151,0.06367522241660271,0.2724457758414208,Training
Q10,Q10_10,10,1940,1.70654661470753,1,1.74701812195655,0.123926923264269,0.0376221928116518,0.170051633044896,0.020852303839347,0.51574,0.170051633044896,15/06/1939,P1 E1 Q4,UG,NA,P1E1,Control,NA,1,large,21.492391304347827,12.230389818182084,-0.4343980315887399,-0.2662876671964363,Training
