quad,year,trackID,age,allEdge,area,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,Treatment,Period,species,Treatment2,Treatment3,pid
Q1,1933,1,NA,0,2.02436444686415,0.45669115846018254,0.7123604457508906,1.4717678183901717e-4,5.6757412545433604e-5,0.34824186729817597,0,Control,Historical,HECO,Control,Control,Q1_1
Q1,1933,2,NA,0,2.34349907390919,0.2919539362607628,0.6306907430602371,9.693019316012044e-4,1.1511663987967481e-4,0.5722119669123181,0,Control,Historical,HECO,Control,Control,Q1_2
Q1,1933,3,NA,0,16.9727161409373,16.790212098787595,2.423934721846876e-9,0.07248852172823683,0.4337928166476908,0.8647915119935996,0.0014600000000000001,Control,Historical,HECO,Control,Control,Q1_3
Q1,1934,1,2,0,0.631056205739294,0.24214098456578126,0.5196539051483787,6.31698059145309e-5,4.9628685294589006e-5,0.13238416128594827,0,Control,Historical,HECO,Control,Control,Q1_1
Q1,1934,2,2,0,1.66796310431191,0.15225455648291078,0.19660556089808318,2.316226216866133e-4,1.7e-4,0.19632071562956524,0,Control,Historical,HECO,Control,Control,Q1_2
Q1,1934,3,2,0,7.21404809508134,0.5169036536889314,0,0.05423057088955557,0.184121244838723,0.8528795701044195,0.00961,Control,Historical,HECO,Control,Control,Q1_3
Q1,1934,5,1,0,0.249999999999993,0.0997145612687308,6.994405055138491e-15,0,2.178798556332929,0.5457829874928987,1.13635,Control,Historical,HECO,Control,Control,Q1_5
Q1,1934,6,1,0,0.25,0.008932460357738443,5.453821362755101e-6,0.04528652944406164,0.012424310876951745,7.160604455985925,0.38251,Control,Historical,HECO,Control,Control,Q1_6
Q1,1934,7,1,0,0.25,0.28302491226073295,3.25e-5,0,0.9310102032141749,18.125047131340605,0.13594,Control,Historical,HECO,Control,Control,Q1_7
Q1,1935,1,3,0,0.363307745372052,0.6634531044549214,1.3288828137423176,4.3468045625062496e-5,2.698064544912174e-4,0.206746083729532,0,Control,Historical,HECO,Control,Control,Q1_1
Q1,1935,10,1,0,0.25,3.1163009953792673,0.006703791014445388,0.03699158662788741,0.005925995850197976,36.310961122281746,0.061970000000000004,Control,Historical,HECO,Control,Control,Q1_10
Q1,1935,2,3,0,4.07013172020914,0.4763064201233976,0.11321139092066801,1.5938283395856249e-4,1.852547878016999e-4,0.3072565470571742,0,Control,Historical,HECO,Control,Control,Q1_2
Q1,1935,3,3,0,7.58342870509629,2.3382017628672873,1.650003584702188e-4,0.11404614006709309,0.03615640361408647,1.3254223405840282,0.02488,Control,Historical,HECO,Control,Control,Q1_3
Q1,1935,5,2,0,0.249999999999986,0.2804694723789778,1.3988810110277e-14,0,4.292583627968364,8.268272869028658,1.27375,Control,Historical,HECO,Control,Control,Q1_5
Q1,1935,9,1,0,0.370707558033952,0.31595471217827037,3.342680668355848e-4,0.003830415226811667,0.0028506498512100116,0.07165180817318122,0.00479,Control,Historical,HECO,Control,Control,Q1_9
Q1,1936,10,2,0,0.25,1.1656102752047237,0.09178088403633669,0.057707827814063785,0.0031752224032931442,21.97159317927977,0.061970000000000004,Control,Historical,HECO,Control,Control,Q1_10
Q1,1936,13,1,0,0.619609475525627,28.26461318236975,0.2366928210372059,0.18211425935653297,0.0036981423202160934,0.3887953305813872,0.00564,Control,Historical,HECO,Control,Control,Q1_13
Q1,1936,15,1,0,0.249999999999989,13.915282158152369,0.09340938469964666,0.06263851713824417,0.006646330523297741,0.24056533597359658,0.16654,Control,Historical,HECO,Control,Control,Q1_15
Q1,1936,16,1,0,0.249999999999986,16.69224702863084,0.477329256516338,0.06263851713824417,0.002857898162405032,0.29547632146113295,0.00206,Control,Historical,HECO,Control,Control,Q1_16
Q1,1936,17,1,0,0.249999999999993,4.716357711746163,0.4828208708945696,1.7868600865802173e-4,0.002685066455268929,0.3023897716683812,0.13777999999999999,Control,Historical,HECO,Control,Control,Q1_17
