quad,pid,age,year,area,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,W.intra,QuadName,Grazing,paddock,Group,Treatment,PrecipGroup,area0,climate,date_reformat,size_class,TMAX,VWC,TMAX_scaled,VWC_scaled,Split
Q10,Q10_113,17,1946,3.283862385698766,62.11321923639062,0.01354536550274705,0.8271519180696828,0.09125405834648435,0.6922231010184078,0.25248,0.01354536550274705,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611198906,1,15/06/1946,small,-3.596774193548387,13.259906112849443,-0.9969410877785794,0.6436538550557555,Training
Q10,Q10_129,2,1935,-1.3862943611199066,0.11480871824255656,1.0991207943789e-14,0,0.15660310937748295,0.00251271991123778,0.57731,1.0991207943789e-14,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611199345,1,15/06/1935,small,0.6838709677419356,9.650746214036683,0.8898494700397579,-0.33210104384072525,Training
Q10,Q10_129,3,1936,-1.3862943611199345,0.16743770329318375,4.4226785887854325e-5,0,0.1624302352394543,0.00224020174011429,0.2003,4.4226785887854325e-5,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611199066,1,15/06/1936,small,0.28709677419354845,9.46559062028149,0.7149623271523008,-0.38215880873059516,Training
Q10,Q10_129,4,1937,-1.3862943611199345,0.3443064711107335,1.864415737081589e-5,0,0.4267839624147432,0.00161041535346539,1.0397,1.864415737081589e-5,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611199345,1,15/06/1937,small,-0.7225806451612903,9.89545758046938,0.2699243131378777,-0.2659420701995458,Training
Q10,Q10_129,5,1938,-0.15527825257848327,0.13853179143944916,0.03198250000001099,0.00166253961125279,0.25695027714761437,0.00303737702461738,0.47195999999999994,0.03198250000001099,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611199345,1,15/06/1938,small,0.038709677419354854,10.006891533806003,0.6054801320113725,-0.2358153290963378,Training
Q10,Q10_129,13,1946,1.0972960204894884,62.19272077324818,0.02433935777686549,0.07760535671431053,0.01670314638216629,1.553951862880974,0.00669,0.02433935777686549,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611199345,1,15/06/1946,small,-3.596774193548387,13.259906112849443,-0.9969410877785794,0.6436538550557555,Training
Q10,Q10_132,2,1936,-0.6931471805599593,1.0841950184916784,0.00199700255855421,2.1750855528689363e-4,0.0512707180929083,0.5536451281862689,0.00633,0.00199700255855421,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611199186,1,15/06/1936,small,0.28709677419354845,9.46559062028149,0.7149623271523008,-0.38215880873059516,Training
Q10,Q10_132,4,1938,-1.3862943611199186,18.169644650319896,0.0111965462710435,3.977681328808549e-4,0.07590760012263209,0.10975031162320974,0.38991999999999993,0.0111965462710435,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611199186,1,15/06/1938,small,0.038709677419354854,10.006891533806003,0.6054801320113725,-0.2358153290963378,Training
Q10,Q10_132,5,1939,-1.3862943611199186,24.235056917613,0.02252219221482695,2.780345438293522e-4,0.05454120393180613,0.7362269845398165,0.01606999999999999,0.02252219221482695,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611199186,1,15/06/1939,small,-0.7483870967741936,10.048347315428124,0.2585495396167422,-0.22460754580619502,Training
Q10,Q10_132,6,1940,-1.3862943611198826,1.354874278822359,0.03238032547779952,5.780518211834006e-4,0.10006824634112851,0.7517960191618994,0.0126,0.03238032547779952,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611199186,1,15/06/1940,small,2.5483870967741935,11.406951394688047,1.7116768569417917,0.14269803864150218,Training
Q10,Q10_132,7,1941,-0.16721548300162564,13.305386461165297,0.22181045038784056,4.977186533083224e-4,0.0759231863979564,1.1060887281199958,0.06384,0.22181045038784056,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611198826,1,15/06/1941,small,0.2774193548387096,9.880122331066307,0.710696787081875,-0.2700880335678548,Training
Q10,Q10_135,2,1936,-1.3862943611199186,0.0089175,8.408731360309977e-4,0.23620640235922227,0.02827358763779322,0.01196549947482351,0.28373999999999994,8.408731360309977e-4,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611199186,1,15/06/1936,small,0.28709677419354845,9.46559062028149,0.7149623271523008,-0.38215880873059516,Training
Q10,Q10_135,3,1937,0.4380213053227082,0.04938537294516788,0.01296057853325707,0.8223606333599647,0.07323585231771912,0.02864224367921486,1.46063,0.01296057853325707,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611199186,1,15/06/1937,small,-0.7225806451612903,9.89545758046938,0.2699243131378777,-0.2659420701995458,Training
Q10,Q10_135,5,1939,-0.6931471805599733,0.16163649103664482,5.7357854975863e-5,0.01475106178104427,0.02762854352979289,0.04234941986965468,0.11965,5.7357854975863e-5,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611198906,1,15/06/1939,small,-0.7483870967741936,10.048347315428124,0.2585495396167422,-0.22460754580619502,Training
Q10,Q10_140,2,1937,-1.3862943611199345,33.42551655218468,1.0881751702645743,0.13918935047070266,0.0244388205712129,0.01760331716248947,3.60824,1.0881751702645743,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611199465,1,15/06/1937,small,-0.7225806451612903,9.89545758046938,0.2699243131378777,-0.2659420701995458,Training
Q10,Q10_143,2,1938,-1.3862943611199186,0.8740908625644117,0.03221247033251002,0.094577655873431,0.9949615321277646,0.00582105273495179,2.3057000000000003,0.03221247033251002,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611199186,1,15/06/1938,small,0.038709677419354854,10.006891533806003,0.6054801320113725,-0.2358153290963378,Training
