quad,pid,age,year,area,W.ARTR,W.HECO,W.POSE,W.PSSP,W.allcov,W.allpts,W.intra,QuadName,Grazing,paddock,Group,Treatment,PrecipGroup,area0,climate,date_reformat,size_class,TMIN,VWC,TMIN_scaled,VWC_scaled,Split
Q1,Q1_11,2,2008,1.9020688251426663,0,0,0,0.04654568840863964,41.73222137961471,0.13748,0.04654568840863964,E1 Q1,UG,NA,E1,Control,NA,-1.3862943611198866,1,15/06/2008,small,-2.550819672131145,9.680705490984236,-0.05923093810007979,-0.5723525508027034,Training
Q1,Q1_12,2,2008,-0.6931471805599453,0,0,0,0.0928574875017928,62.28623253493038,0.0251,0.0928574875017928,E1 Q1,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/2008,small,-2.550819672131145,9.680705490984236,-0.05923093810007979,-0.5723525508027034,Training
Q1,Q1_16,2,2009,-1.3862943611198906,0,1.4015340448053412e-4,0.01640927937415295,1.1758949785499957,17.20095499429486,1.4446800000000002,1.1758949785499957,E1 Q1,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/2009,small,-2.099180327868854,10.364104141641802,0.2669446327413246,-0.4158831361094659,Training
Q1,Q1_17,2,2009,-1.3862943611198906,0,0.00583288199449363,0.01555756086773729,0.0022532962158054,7.065677255427997,0.37937,0.0022532962158054,E1 Q1,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/2009,small,-2.099180327868854,10.364104141641802,0.2669446327413246,-0.4158831361094659,Training
Q1,Q1_22,7,1940,0.6200754911471669,3.002839248987255,7.625e-4,0.02056773728083791,0.04633578350274223,21.277877298087105,0.01571,0.04633578350274223,E1 Q1,UG,NA,E1,Control,NA,-1.3862943611199186,1,15/06/1940,small,-0.8770491803278697,10.021669361928186,1.1495721756170747,-0.4942862314343424,Training
Q1,Q1_37,2,1937,-0.7357486704022864,24.485622288593913,0.00410903185238627,0,0.1350487923616601,0.5844293437426358,0.13778,0.1350487923616601,E1 Q1,UG,NA,E1,Control,NA,-1.3862943611199465,1,15/06/1937,small,-2.259016393442621,12.4571347019469,0.15151044705335168,0.06333242334603195,Training
Q1,Q1_5,3,2009,4.225690598382653,0,9.1447745885374e-5,0,0.04745486273307053,59.15070838414886,0.04801,0.04745486273307053,E1 Q1,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/2009,small,-2.099180327868854,10.364104141641802,0.2669446327413246,-0.4158831361094659,Training
Q1,Q1_74,2,1942,-1.3862943611198906,22.6654595665562,0.32089532319624864,0.0011975,0.42930955227416,0.01314284050439438,1.7e-4,0.42930955227416,E1 Q1,UG,NA,E1,Control,NA,-1.3862943611199146,1,15/06/1942,small,-1.8393442622950809,11.373057813811434,0.4545991807571632,-0.18487537748267888,Training
Q1,Q1_75,2,1942,-1.3862943611199465,14.241806202236305,0.0914472615343332,0.02626355886307617,0.01919300547564948,0.0170967843140371,0.01679,0.01919300547564948,E1 Q1,UG,NA,E1,Control,NA,-1.3862943611199465,1,15/06/1942,small,-1.8393442622950809,11.373057813811434,0.4545991807571632,-0.18487537748267888,Training
Q1,Q1_82,2,1942,-1.3862943611198906,1.64163546124795,1.859585194291204,0.00147537219801947,0.04769416033591404,2.77595766503122,0.00134,0.04769416033591404,E1 Q1,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/1942,small,-1.8393442622950809,11.373057813811434,0.4545991807571632,-0.18487537748267888,Training
Q1,Q1_83,2,1942,-1.3862943611198826,4.9776453077487215,0.2537306811643492,0.27687775519705105,0.04086850805969445,2.4499347666403395,0.65144,0.04086850805969445,E1 Q1,UG,NA,E1,Control,NA,-1.3862943611198746,1,15/06/1942,small,-1.8393442622950809,11.373057813811434,0.4545991807571632,-0.18487537748267888,Training
Q1,Q1_87,2,1942,-1.3862943611198906,0.14090918421087878,0.09808244359131624,0.24767973415319527,0.14732994437571773,0.23452891586689065,6.900000000000001e-4,0.14732994437571773,E1 Q1,UG,NA,E1,Control,NA,-1.3862943611198906,1,15/06/1942,small,-1.8393442622950809,11.373057813811434,0.4545991807571632,-0.18487537748267888,Training
Q1,Q1_95,2,1947,-1.3862943611199146,0.00282679130991763,3.988413030472045e-5,1.2006277088048287,0.4045512775464355,1.1235398995357404,0,0.4045512775464355,E1 Q1,UG,NA,E1,Control,NA,-1.3862943611199186,1,15/06/1947,small,-1.8467213114754104,10.858410344510226,0.44927144911002465,-0.30270790205297654,Training
Q10,Q10_103,2,1939,-1.3862943611198826,0,0.00601643975877818,0.1425295161544962,0.0072875,0.00971937928237537,2.04369,0.0072875,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611198906,1,15/06/1939,small,-1.4688524590163887,10.997946023707046,0.7221697034800624,-0.27076012745356515,Training
Q10,Q10_11,23,1952,2.168736847987895,0,5.474493076761084,0.2857370447546195,0.1931466154303402,0.6377753069198075,0.18264,0.1931466154303402,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611199465,1,15/06/1952,small,-3.5196721311475416,10.113700377823736,-0.7589396944241169,-0.47321501747021616,Training
Q10,Q10_111,2,1942,-1.3862943611198906,31.765485451852676,0.21966443474734224,2.1079192166970953,0.11339483451782748,2.951470310447817,0.2934,0.11339483451782748,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611199465,1,15/06/1942,small,-1.8393442622950809,11.373057813811434,0.4545991807571632,-0.18487537748267888,Training
Q10,Q10_112,5,1946,-0.6931471805599453,0,0.8685678952236768,1.5181123293346022,0.17321128647654735,0.21354957731424395,0.09419,0.17321128647654735,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611198906,1,15/06/1946,small,-3.2811475409836084,14.048625567842338,-0.5866763711666777,0.427716584825845,Training
Q10,Q10_133,2,1946,-1.3862943611198906,0,0.3702728760951897,2.5848840499149603,0.1704555675606711,0.12676193042939046,0.03082,0.1704555675606711,P1 E1 Q4,UG,NA,P1E1,Control,NA,-1.3862943611198866,1,15/06/1946,small,-3.2811475409836084,14.048625567842338,-0.5866763711666777,0.427716584825845,Training
Q11,Q11_144,4,1939,-1.3862943611199465,0,0.00641370633280332,0.13776694584691593,0.07117291902524821,0.21283636907028536,0.33905,0.07117291902524821,P1 Q1,G,2,P1,Control,NA,-1.3862943611199066,1,15/06/1939,small,-1.4688524590163887,10.997946023707046,0.7221697034800624,-0.27076012745356515,Training
Q11,Q11_182,2,1957,-0.04482751032528262,6.720061226415177,1.8134246962257217,0.08451884507659176,0.07643058231092043,0.01291815315312694,0,0.07643058231092043,P1 Q1,G,2,P1,Control,NA,-1.406464412663375,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q11,Q11_190,2,1957,-1.3862943611199465,11.72308730724092,4.941898008082979,0.09443,0.06548161250928208,0.02306621070913442,3e-5,0.06548161250928208,P1 Q1,G,2,P1,Control,NA,-1.3862943611199465,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q11,Q11_196,2,1957,-0.9869741175211898,0,1.3987432268755402,0,0.7675277963248697,0.06584782339034737,0.00143,0.7675277963248697,P1 Q1,G,2,P1,Control,NA,-1.3862943611198746,1,15/06/1957,small,-3.1081967213114763,10.046713542613617,-0.46177066255045757,-0.48855217227348446,Training
Q11,Q11_52,17,1946,-0.6931471805599593,0,7.74412665273097,6.68822397795359,0.00566333579918094,0.00246047787742691,0.22301,0.00566333579918094,P1 Q1,G,2,P1,Control,NA,-1.3862943611199066,1,15/06/1946,small,-3.2811475409836084,14.048625567842338,-0.5866763711666777,0.427716584825845,Training
Q12,Q12_685,3,1932,-0.12663456469064172,0,0,0,2.6900360055580954,0.2797188769486288,0.06206,2.6900360055580954,P1 Q2,G,3,P1,Control,NA,-1.0466140659285028,1,15/06/1932,small,-3.0789227166276345,9.910082798910722,-0.44062887029991193,-0.5198348393898496,Training
